id,EAP,HPL,MWS
id19012,0.99637,0.00184,0.00179
id02414,0.13058,0.07909,0.79033
id21814,0.3173,0.16818,0.51453
id00247,0.89609,0.0825,0.02141
id24584,0.91276,0.06613,0.02111
id01109,0.41073,0.26434,0.32493
id07953,0.77495,0.01889,0.20616
id02030,0.44585,0.3173,0.23685
id23912,0.30757,0.02451,0.66792
id13856,0.68724,0.08648,0.22628
id18661,0.00945,0.98831,0.00223
id16595,0.00078,0.00329,0.99594
id11387,0.14553,0.31228,0.54219
id12489,0.12922,0.01579,0.85499
id26079,0.93511,0.02415,0.04074
id05553,0.72666,0.20797,0.06537
id09596,0.76833,0.23143,0.00023
id23663,0.05975,0.89797,0.04228
id25726,0.58902,0.15994,0.25104
id18105,0.05168,0.1837,0.76462
id23249,0.11185,0.861,0.02714
id19756,0.02248,0.00762,0.9699
id23981,0.01087,0.98225,0.00688
id11521,0.02515,0.01211,0.96274
id17449,0.09859,0.00558,0.89583
id15479,0.53282,0.18119,0.28599
id13555,0.05495,0.00545,0.9396
id01520,0.59937,0.08332,0.31731
id03093,0.81906,0.02841,0.15252
id09992,0.50389,0.40448,0.09163
id06668,0.80003,0.18639,0.01358
id19568,0.64812,0.23637,0.11552
id17963,0.75515,0.08946,0.15539
id04142,0.61983,0.30741,0.07276
id24508,0.06357,0.04362,0.89281
id10791,0.67657,0.07974,0.24369
id01228,0.01822,0.03245,0.94933
id24879,0.93013,0.0301,0.03978
id19795,0.18316,0.31115,0.50569
id02488,0.23369,0.14645,0.61986
id10204,0.15005,0.76551,0.08444
id20878,0.68683,0.11531,0.19786
id10163,0.25883,0.01326,0.7279
id26439,0.15395,0.20171,0.64434
id06268,0.57239,0.37811,0.0495
id05530,0.00157,0.00041,0.99803
id15914,0.11457,0.87251,0.01292
id21656,0.80806,0.13301,0.05893
id16473,0.17208,0.67414,0.15378
id11262,0.00407,0.00242,0.99351
id15332,0.00904,0.00192,0.98904
id01765,0.001,0.00037,0.99863
id12527,0.76411,0.10096,0.13493
id16877,0.01003,0.06328,0.92669
id19105,0.70217,0.08374,0.2141
id19533,0.88398,0.02408,0.09194
id27557,0.04645,0.86499,0.08856
id19487,0.04198,0.26274,0.69528
id25958,0.21265,0.01207,0.77528
id22331,0.91624,0.01678,0.06698
id13674,0.48388,0.29255,0.22357
id04688,0.99971,0.00019,0.0001
id25663,0.02949,0.04751,0.923
id00344,0.06809,0.88088,0.05103
id11323,0.86744,0.09965,0.03291
id18670,0.94443,0.04869,0.00688
id23811,0.87448,0.00963,0.11588
id27702,0.97207,0.02365,0.00429
id09979,0.99607,0.00131,0.00262
id25040,0.0241,0.95477,0.02113
id00083,0.99837,0.0014,0.00023
id19751,0.78375,0.20144,0.01481
id19385,0.14611,0.0939,0.75999
id22498,0.97961,0.00473,0.01566
id20381,0.36009,0.59431,0.0456
id00428,0.00856,0.00579,0.98565
id26942,0.03616,0.79241,0.17143
id10242,0.16132,0.28357,0.55511
id08136,0.02908,0.04833,0.92259
id00055,9e-05,0.00041,0.9995
id15243,0.04807,0.07746,0.87446
id13954,0.6382,0.26173,0.10007
id26797,0.98561,0.00016,0.01423
id11384,0.20428,0.60255,0.19317
id07965,0.47579,0.17659,0.34762
id19311,0.71768,0.12356,0.15876
id08841,0.28186,0.62254,0.0956
id14884,0.91041,0.02802,0.06157
id10859,0.67825,0.06389,0.25787
id10460,0.80728,0.18121,0.01151
id25236,0.61707,0.03483,0.3481
id19325,0.01827,0.96952,0.01222
id03265,0.04779,0.89845,0.05377
id08636,0.01429,0.97626,0.00945
id11848,0.00543,0.97932,0.01525
id20945,0.174,0.13119,0.69481
id04971,0.6805,0.27271,0.04678
id08496,0.94179,0.04684,0.01137
id23091,0.04023,0.04144,0.91832
id06654,0.19399,0.68124,0.12477
id10002,0.22637,0.73698,0.03664
id16426,0.43804,0.24112,0.32084
id12285,0.04073,0.95097,0.0083
id18466,0.97549,0.01936,0.00515
id27110,0.94119,0.01003,0.04878
id07502,0.66091,0.02229,0.3168
id02890,0.29142,0.49157,0.21701
id19800,0.17715,0.74093,0.08192
id19162,0.40734,0.33319,0.25948
id23696,0.82823,0.15734,0.01444
id25580,0.91639,0.03068,0.05293
id09671,0.02169,0.78967,0.18864
id21501,0.00063,0.99865,0.00073
id23983,0.01465,0.00538,0.97997
id15163,0.05493,0.60403,0.34104
id03351,0.00651,0.92659,0.0669
id07575,0.01141,0.98743,0.00116
id12149,0.97545,0.01436,0.0102
id10262,0.24562,0.37235,0.38203
id20055,0.00789,0.98793,0.00418
id16660,0.97619,0.00649,0.01732
id03200,0.26418,0.3774,0.35843
id19508,0.02081,0.00984,0.96935
id03793,0.02169,0.97029,0.00802
id19882,0.1077,0.84139,0.05092
id16261,0.91037,0.07336,0.01627
id22519,0.00407,0.17437,0.82155
id24023,0.02631,0.96759,0.0061
id04432,0.92178,0.03942,0.03879
id06228,0.99754,0.0015,0.00096
id20655,0.52809,0.08403,0.38788
id10603,0.34345,0.64638,0.01017
id05162,0.94584,0.02714,0.02702
id18462,0.04384,0.24477,0.71139
id10034,0.01516,0.983,0.00184
id20090,0.00341,0.00404,0.99255
id10966,0.31062,0.04792,0.64146
id10696,0.00153,0.99759,0.00088
id01326,0.43004,0.16795,0.40201
id03613,0.01418,0.98385,0.00197
id01794,0.32097,0.62901,0.05002
id26181,0.02181,0.00092,0.97727
id27587,0.98661,0.0133,9e-05
id08364,0.37556,0.59869,0.02575
id24179,0.53296,0.45783,0.00921
id02284,0.73397,0.21624,0.04979
id10671,0.94754,0.04835,0.0041
id08252,0.15604,0.67457,0.16938
id15951,0.28327,0.29394,0.42278
id21864,0.00166,0.00317,0.99517
id04453,0.00765,0.98617,0.00618
id12771,0.18544,0.20638,0.60818
id09751,0.05549,0.81675,0.12776
id10572,0.59406,0.29579,0.11014
id13036,0.05731,0.1367,0.80599
id00112,0.10879,0.35364,0.53757
id13299,0.04062,0.08443,0.87494
id00858,0.09422,0.05842,0.84736
id08297,0.0439,0.92736,0.02874
id11005,0.05416,0.04912,0.89672
id25101,0.05101,0.85232,0.09668
id26150,0.93874,0.02474,0.03652
id13836,0.98097,0.01368,0.00535
id07352,0.006,0.99097,0.00302
id08883,0.5188,0.00731,0.47389
id09328,0.21941,0.39337,0.38721
id03934,0.02994,0.39054,0.57952
id14064,0.05098,0.91267,0.03636
id06643,0.45491,0.38287,0.16222
id21558,0.77617,0.14673,0.0771
id17053,0.30319,0.02482,0.672
id06434,0.33635,0.27663,0.38702
id16616,0.2132,0.01389,0.77291
id03306,0.12845,0.11852,0.75303
id07375,0.02498,0.34211,0.63292
id07934,0.33189,0.04281,0.62529
id02202,0.53711,0.02409,0.4388
id03667,0.68631,0.06489,0.2488
id27531,0.70184,0.20874,0.08942
id00608,0.00095,0.99797,0.00108
id18141,0.2636,0.02271,0.71368
id00008,0.98084,0.01091,0.00825
id08845,0.35968,0.11108,0.52924
id16610,0.99848,0.00142,0.0001
id07464,0.06277,0.04761,0.88961
id02189,0.6649,0.16196,0.17314
id17456,0.10452,0.10971,0.78577
id09421,0.13849,0.07758,0.78393
id12813,0.28396,0.38161,0.33444
id23428,0.01324,0.03493,0.95183
id01358,0.80309,0.19452,0.00239
id02737,0.00824,0.88044,0.11132
id27430,0.13081,0.04031,0.82888
id12857,0.11635,0.58727,0.29638
id01905,0.03433,0.06379,0.90188
id18314,0.94982,0.02951,0.02067
id02216,0.98562,0.00254,0.01185
id04034,0.00828,0.98991,0.00181
id11461,0.06697,0.91625,0.01678
id09397,0.06351,0.03272,0.90377
id25870,0.5292,0.28513,0.18567
id11653,0.3064,0.07115,0.62245
id10046,0.7971,0.04929,0.1536
id27294,0.91365,0.06068,0.02567
id09975,0.912,0.07098,0.01703
id09133,0.46546,0.1011,0.43344
id08410,0.53517,0.02642,0.43841
id19062,0.84146,0.11379,0.04475
id26530,0.05588,0.04789,0.89624
id09772,0.64891,0.02595,0.32514
id10360,0.77939,0.0467,0.17391
id12530,0.22896,0.75771,0.01333
id06013,0.06225,0.02555,0.91219
id10525,0.90661,0.01751,0.07587
id25934,0.38583,0.37476,0.23941
id10624,0.82656,0.15625,0.0172
id16000,0.01417,0.05195,0.93388
id01995,0.80498,0.01949,0.17553
id26809,0.09031,0.00669,0.90301
id06631,0.03543,0.9211,0.04346
id23869,0.08908,0.03422,0.87671
id06357,0.46788,0.38038,0.15174
id02926,0.12801,0.01245,0.85954
id14130,0.92331,0.00943,0.06726
id12672,0.00952,0.98446,0.00602
id21593,0.98905,0.00661,0.00434
id06089,5e-05,0.99974,0.00022
id09878,0.13524,0.02089,0.84387
id06940,0.00663,0.97678,0.01659
id11312,0.20489,0.75122,0.04389
id25039,0.03159,0.07371,0.8947
id25401,0.23642,0.59084,0.17274
id21772,0.2592,0.19838,0.54241
id22915,0.05796,0.88423,0.05782
id01096,0.15876,0.59285,0.24839
id15071,0.03396,0.87292,0.09311
id01062,0.18156,0.01091,0.80753
id09059,0.00411,0.97932,0.01656
id16954,0.58593,0.08182,0.33225
id11730,0.96897,0.01781,0.01322
id26294,0.12596,0.03583,0.83821
id00940,0.19234,0.2075,0.60016
id08422,0.5344,0.22093,0.24467
id14612,0.00388,0.02223,0.97389
id11545,0.48211,0.32436,0.19353
id24921,0.00145,0.00132,0.99722
id18942,0.48437,0.0422,0.47343
id23652,0.28783,0.52758,0.18459
id07261,0.24414,0.08777,0.66809
id11791,0.64863,0.02225,0.32912
id07207,0.29851,0.12087,0.58062
id19774,0.97618,0.01476,0.00906
id06049,0.72284,0.25873,0.01843
id13983,0.07851,0.067,0.85449
id27463,0.27778,0.0124,0.70982
id09046,0.02336,0.21342,0.76322
id25994,0.36242,0.62177,0.01581
id02689,0.13645,0.31939,0.54416
id14829,0.03497,0.96431,0.00072
id20759,0.08925,0.00015,0.91059
id27848,0.58177,0.24846,0.16977
id08225,0.00694,0.01925,0.9738
id17637,0.1007,0.00727,0.89203
id15355,0.60318,0.19847,0.19835
id13448,0.25472,0.03574,0.70955
id01981,0.07661,0.39423,0.52916
id09107,0.2662,0.09732,0.63647
id20630,0.64498,0.19984,0.15518
id10726,0.4242,0.53443,0.04137
id03636,0.03766,0.01462,0.94771
id01736,0.46445,0.3236,0.21196
id23828,0.91181,0.07235,0.01584
id27861,0.78965,0.05986,0.15048
id14983,0.95369,0.01671,0.0296
id04726,0.27646,0.28045,0.44309
id03313,0.08908,0.0076,0.90332
id21981,0.01062,0.97283,0.01655
id20082,0.87281,0.12019,0.00701
id03502,0.71939,0.03068,0.24993
id04804,0.86254,0.02209,0.11537
id20635,0.14245,0.05543,0.80212
id09564,0.77659,0.1118,0.11161
id01354,0.4484,0.50484,0.04676
id09441,0.67066,0.00967,0.31967
id07175,0.77281,0.21657,0.01061
id15544,0.16855,0.04493,0.78652
id25935,0.4735,0.23941,0.28709
id19230,0.60668,0.38967,0.00365
id00718,0.19847,0.1067,0.69483
id00274,0.92584,0.07141,0.00274
id16546,0.59584,0.3994,0.00476
id02136,3e-05,0.99995,3e-05
id19618,0.05371,0.56944,0.37685
id00503,0.04865,0.00148,0.94987
id11300,0.05022,0.94228,0.00751
id21526,0.15888,0.78336,0.05776
id07300,0.0071,0.98649,0.00642
id18782,0.28171,0.69572,0.02257
id01883,0.64195,0.29226,0.06579
id25235,0.36266,0.51952,0.11782
id03747,0.02435,0.01774,0.95792
id07155,0.34786,0.20204,0.4501
id00565,0.94423,0.05299,0.00278
id11232,0.94438,0.01282,0.04281
id00722,0.00953,0.53441,0.45606
id19963,0.3537,0.42478,0.22152
id16866,0.79998,0.01088,0.18913
id17280,0.0261,0.96874,0.00516
id04309,0.22676,0.70694,0.0663
id23317,0.0277,0.96865,0.00365
id25757,0.06695,0.85363,0.07942
id17088,0.17809,0.01472,0.8072
id19779,0.1899,0.04343,0.76667
id26845,0.13476,0.73082,0.13443
id01923,0.53946,0.24489,0.21565
id09394,0.01847,0.88657,0.09496
id25978,0.30624,0.57834,0.11542
id03898,0.21966,0.76355,0.01678
id11967,0.31322,0.21011,0.47667
id14964,0.7037,0.00159,0.29472
id06337,0.03147,0.03821,0.93032
id26501,0.03765,0.00974,0.95261
id20513,0.87543,0.05686,0.06771
id05044,0.82366,0.04725,0.12909
id07951,0.46456,0.19597,0.33946
id14796,0.30093,0.0826,0.61648
id09780,0.16201,0.04855,0.78944
id13597,0.99203,0.00751,0.00046
id26413,0.99278,0.00682,0.0004
id14007,0.0726,0.92014,0.00726
id01799,0.12547,0.48535,0.38918
id24712,0.16971,0.2726,0.55769
id13156,0.34273,0.42679,0.23049
id25468,0.01643,0.00109,0.98248
id25877,0.52635,0.19099,0.28266
id22485,0.02657,0.9712,0.00223
id09229,0.08931,0.0222,0.8885
id25687,0.34042,0.2463,0.41328
id12266,0.17701,0.25467,0.56832
id19723,0.80005,0.02682,0.17312
id03536,0.99908,0.00072,0.00021
id24370,0.01002,0.98253,0.00745
id10745,1e-05,0.99997,2e-05
id17620,0.87171,0.05584,0.07245
id16290,0.09075,0.85531,0.05394
id04325,0.44752,0.03006,0.52242
id23332,0.04965,0.10695,0.8434
id15082,0.01937,0.9776,0.00303
id21581,0.03692,0.14344,0.81964
id17460,0.74853,0.10858,0.14289
id17003,0.53327,0.2522,0.21453
id15193,0.00862,0.97642,0.01496
id08389,0.19595,0.0507,0.75335
id19831,0.00972,0.00321,0.98707
id25627,0.16709,0.03122,0.80169
id14051,0.14586,0.54446,0.30968
id00942,0.95603,0.01996,0.02401
id09184,0.01307,0.97163,0.0153
id21762,0.46731,0.52919,0.0035
id07390,0.60735,0.21647,0.17618
id25785,0.2765,0.40059,0.32291
id17567,0.16642,0.76469,0.0689
id13118,0.01694,0.97959,0.00347
id17508,0.06421,0.00205,0.93374
id21192,0.90132,0.00407,0.09461
id27884,0.67438,0.29545,0.03016
id08686,0.00228,0.98941,0.00831
id01360,0.85341,0.12612,0.02048
id13689,0.57519,0.05824,0.36656
id01772,0.32803,0.11618,0.55579
id17507,0.02988,0.95448,0.01564
id17644,0.63858,0.22604,0.13537
id00494,0.88143,0.09123,0.02733
id09881,0.03689,0.94107,0.02205
id02306,0.70444,0.09346,0.20209
id06761,0.98302,0.01573,0.00125
id15045,0.2774,0.18507,0.53753
id05992,0.10797,0.04664,0.84539
id18245,0.51119,0.1457,0.3431
id01047,0.66362,0.30504,0.03134
id23601,0.18218,0.03772,0.7801
id13140,0.37165,0.51491,0.11344
id05280,0.01736,0.9452,0.03745
id03728,0.11952,0.02073,0.85976
id15626,0.93194,0.01532,0.05274
id03086,0.18885,0.04528,0.76586
id27898,0.0374,0.22441,0.73819
id05891,0.99613,0.00077,0.00311
id02214,0.10249,0.26439,0.63312
id17274,0.66622,0.13249,0.20129
id09359,0.93025,0.00181,0.06794
id03320,0.75386,0.01885,0.22728
id26061,0.63025,0.23771,0.13204
id02869,0.88444,0.10809,0.00747
id21891,0.00013,0.99968,0.00019
id06182,0.08463,0.88255,0.03282
id13429,0.01219,0.98442,0.00339
id15943,0.03809,0.12641,0.8355
id13008,0.02007,0.90034,0.07959
id08587,0.39784,0.11328,0.48887
id03346,0.91021,0.0784,0.01139
id02052,0.05701,0.22272,0.72026
id00916,0.85015,0.12597,0.02388
id11093,0.3013,0.4317,0.26699
id15190,0.95787,0.01405,0.02808
id23076,0.24485,0.3495,0.40565
id25738,0.02818,0.96173,0.01009
id21546,0.00011,4e-05,0.99985
id17764,0.94207,0.03249,0.02544
id11990,0.81268,0.1801,0.00722
id21050,0.09864,0.49646,0.4049
id18324,0.17899,0.31779,0.50322
id20690,0.45535,0.25466,0.28999
id19799,0.36358,0.09344,0.54298
id12658,0.75958,0.21499,0.02543
id03781,0.4418,0.05451,0.50368
id04870,0.03441,0.90769,0.0579
id20596,0.00446,0.99454,0.001
id26849,0.94228,0.0152,0.04252
id00600,0.25141,0.71281,0.03577
id11902,0.64496,0.11787,0.23717
id19219,0.99018,0.00257,0.00724
id14788,0.05671,0.87493,0.06836
id22482,0.03009,0.94283,0.02709
id15378,0.00305,0.99675,0.00019
id14696,0.00332,0.99664,3e-05
id17359,0.07301,0.15462,0.77236
id16190,0.78277,0.07599,0.14124
id21285,0.38177,0.17837,0.43986
id06812,0.65495,0.16882,0.17623
id15579,0.00109,0.00358,0.99533
id26672,0.98716,0.01146,0.00139
id09842,0.01508,0.71093,0.27399
id06045,0.90407,0.09172,0.0042
id21233,0.98007,0.00828,0.01164
id16227,0.83453,0.1382,0.02727
id17437,0.12509,0.21779,0.65713
id02309,0.85712,0.14063,0.00224
id18232,0.00877,0.00337,0.98785
id23419,0.00035,0.0,0.99965
id11924,0.96233,0.01494,0.02273
id12263,0.97121,0.00647,0.02232
id16734,0.58694,0.01372,0.39934
id07989,0.93193,0.03998,0.02808
id24633,0.05838,0.14187,0.79975
id19770,0.85059,0.02992,0.11948
id05094,0.27492,0.19404,0.53104
id07252,0.49786,0.28857,0.21357
id12536,0.79489,0.18294,0.02218
id24324,0.76643,0.03965,0.19392
id25546,0.08066,0.17884,0.7405
id24732,0.99028,0.00369,0.00603
id07280,0.32934,0.54087,0.12979
id23268,0.95759,0.02826,0.01415
id18050,0.05739,0.00591,0.9367
id19360,0.95403,0.02281,0.02316
id00456,0.46968,0.51341,0.01691
id14069,0.23365,0.76121,0.00514
id24965,0.32508,0.6595,0.01542
id13245,0.33021,0.03118,0.63861
id22515,0.00024,0.99869,0.00107
id11332,0.90011,0.0581,0.04179
id19876,0.06769,0.01695,0.91536
id18315,0.49875,0.07641,0.42484
id05260,0.00767,0.98236,0.00997
id14594,0.0342,0.96559,0.00021
id12867,0.85058,0.14426,0.00516
id05902,0.11536,0.76867,0.11597
id06390,0.05431,0.00455,0.94114
id06005,0.26423,0.19351,0.54226
id24075,0.81845,0.14113,0.04043
id12630,0.00495,0.99427,0.00078
id26378,0.00307,0.0016,0.99533
id05535,0.12636,0.74772,0.12592
id26702,0.02667,0.00711,0.96623
id25209,0.32159,0.29713,0.38128
id19835,0.02874,0.02517,0.94609
id09511,0.20309,0.77624,0.02068
id27364,0.9459,0.01684,0.03726
id09695,0.16634,0.62047,0.21319
id16165,0.74205,0.07139,0.18656
id19503,0.05802,0.01704,0.92494
id13511,0.07365,0.24754,0.67881
id18752,0.13203,0.08897,0.77901
id18278,0.82136,0.1496,0.02903
id27219,0.71034,0.10414,0.18552
id05454,0.55752,0.42564,0.01684
id12347,0.20402,0.29827,0.49771
id10397,0.942,0.04721,0.01078
id18543,0.65752,0.03264,0.30984
id05210,0.99371,0.00503,0.00126
id23141,0.15424,0.83752,0.00824
id17139,0.80457,0.1123,0.08312
id21399,0.85685,0.08842,0.05473
id18728,0.45756,0.2306,0.31184
id12170,0.44803,0.5207,0.03126
id02225,0.26333,0.4947,0.24197
id27210,0.0049,0.99422,0.00088
id01242,0.03672,0.82173,0.14154
id16587,0.70482,0.26917,0.026
id11144,0.37608,0.14535,0.47856
id13709,0.95658,0.01835,0.02507
id00841,0.01849,0.97892,0.00258
id09692,0.00022,0.00027,0.99951
id07635,0.95781,0.04181,0.00038
id11375,0.82685,0.13085,0.0423
id05703,0.60117,0.32667,0.07217
id02757,0.92858,0.07051,0.00091
id08216,0.03559,0.95781,0.0066
id09311,0.70508,0.01265,0.28228
id11169,0.67015,0.24934,0.08051
id23806,0.97465,0.01255,0.0128
id01253,0.41608,0.007,0.57692
id27558,0.04605,0.94187,0.01208
id06695,0.99795,0.002,4e-05
id22654,0.02698,0.88347,0.08955
id16201,0.97212,0.00512,0.02275
id00873,0.45092,0.39828,0.1508
id07131,0.37337,0.51846,0.10817
id11454,0.08714,0.9051,0.00776
id19481,0.9252,0.06407,0.01073
id16409,0.63707,0.06028,0.30265
id01686,0.91301,0.02072,0.06627
id24068,0.84776,0.12511,0.02713
id14825,0.91282,0.05079,0.03639
id13611,0.73282,0.23656,0.03062
id05586,0.95435,0.02608,0.01957
id04497,0.99751,0.00206,0.00043
id13912,0.47167,0.30604,0.22228
id09675,0.20178,0.24842,0.5498
id23620,0.0086,0.27713,0.71427
id05596,0.01778,0.09086,0.89136
id09067,0.00149,0.0013,0.9972
id05445,0.00059,0.9992,0.00021
id16825,0.02317,0.05275,0.92407
id21127,0.98678,0.00806,0.00516
id01740,0.08653,0.0587,0.85477
id12719,0.73436,0.09557,0.17006
id14137,0.08701,0.42246,0.49053
id08909,0.01943,0.01704,0.96353
id24041,0.29713,0.17913,0.52374
id14489,0.72373,0.25658,0.01969
id14961,0.10393,0.05704,0.83902
id19923,0.60309,0.37538,0.02153
id03339,0.01436,0.94533,0.04031
id08864,0.04913,0.04143,0.90945
id19803,0.5801,0.07721,0.34269
id09810,0.76515,0.08287,0.15198
id23324,0.99931,0.00031,0.00038
id22050,0.01869,0.97694,0.00437
id11386,0.27311,0.7175,0.00939
id14739,0.94579,0.02963,0.02457
id02882,0.82015,0.12437,0.05548
id11988,0.19993,0.44029,0.35977
id18839,0.06603,0.91964,0.01433
id08474,0.01131,0.98827,0.00042
id01060,0.53786,0.44114,0.021
id06551,0.97517,0.00731,0.01752
id06210,0.54284,0.02474,0.43241
id12349,0.00216,0.00382,0.99402
id21813,0.24843,0.07286,0.67871
id13028,0.07439,0.85063,0.07498
id10021,0.5612,0.09862,0.34018
id07425,0.00992,0.00128,0.98879
id24409,0.0311,0.9636,0.00529
id21183,0.87042,0.06832,0.06126
id26178,0.41118,0.57819,0.01062
id24033,0.02382,0.01881,0.95736
id14793,0.00192,0.00406,0.99402
id03053,0.92314,0.05904,0.01782
id24285,0.83238,0.14925,0.01838
id09137,0.99963,0.00026,0.0001
id03185,0.91309,0.017,0.06991
id21242,0.01978,0.95715,0.02307
id17446,0.01993,0.01105,0.96902
id00087,0.04627,0.89394,0.05979
id11019,0.93474,0.06344,0.00182
id18832,0.41944,0.45927,0.12129
id19224,0.21257,0.45185,0.33558
id17436,0.05742,0.29494,0.64764
id09895,0.05202,0.02646,0.92152
id20296,0.0696,0.01882,0.91158
id03074,0.48128,0.41673,0.10199
id09152,0.0087,0.96544,0.02586
id15277,0.01064,0.00129,0.98807
id07520,0.38287,0.61464,0.0025
id12928,0.11329,0.88529,0.00143
id06197,0.00979,0.01611,0.97411
id24099,0.86445,0.02079,0.11476
id17392,0.50948,0.25251,0.23801
id17303,0.64402,0.18487,0.17111
id05682,0.99416,0.00209,0.00375
id14339,0.9724,0.00551,0.0221
id07873,0.14343,0.15735,0.69922
id06939,0.74402,0.19496,0.06102
id14827,0.1146,0.83405,0.05135
id19768,0.45804,0.38819,0.15377
id18080,0.98287,0.00351,0.01362
id17384,0.57198,0.29349,0.13452
id12059,0.51328,0.25866,0.22806
id27382,0.00211,0.00362,0.99427
id23252,0.86286,0.04733,0.08981
id14797,0.06918,0.08342,0.8474
id25826,0.00264,0.00181,0.99555
id27569,0.97467,0.00431,0.02102
id05079,0.92751,0.04332,0.02917
id23749,0.81234,0.1055,0.08216
id04852,0.00383,2e-05,0.99615
id08920,0.83536,0.08019,0.08444
id15229,0.58033,0.11131,0.30836
id11992,0.00451,0.88041,0.11508
id21087,0.22213,0.2641,0.51377
id22173,0.93967,0.03381,0.02652
id26488,0.80473,0.11689,0.07838
id09378,0.69011,0.02364,0.28626
id19280,0.5922,0.27475,0.13304
id00701,0.19148,0.02012,0.7884
id18252,0.83927,0.02993,0.1308
id19850,0.18272,0.03577,0.78152
id00967,0.3969,0.57315,0.02995
id00670,0.47851,0.1478,0.37369
id10795,0.07771,0.00353,0.91876
id27312,0.0256,0.382,0.59241
id10703,0.14046,0.06516,0.79438
id25596,0.67283,0.27712,0.05005
id00443,0.10975,0.01803,0.87222
id21638,0.14502,0.84966,0.00531
id15800,0.01411,0.93181,0.05408
id23367,0.929,0.06589,0.00511
id03600,0.6759,0.25137,0.07274
id07147,0.13804,0.28601,0.57595
id02654,0.01179,0.98134,0.00687
id17965,0.00019,0.99862,0.00119
id24304,0.04721,0.94507,0.00771
id11626,0.72243,0.05141,0.22616
id17604,0.12486,0.1747,0.70044
id24725,0.91644,0.06331,0.02025
id08894,0.9958,0.00372,0.00048
id01352,0.1592,0.20739,0.63341
id07907,0.99738,0.00223,0.00039
id02681,0.02936,0.00381,0.96683
id23951,0.00143,0.99542,0.00316
id11154,0.92401,0.04926,0.02673
id13182,0.31233,0.61339,0.07428
id04576,0.00195,0.99798,7e-05
id16318,0.84588,0.09601,0.05811
id05472,0.11227,0.01118,0.87656
id20567,0.94122,0.04343,0.01535
id21385,0.39152,0.304,0.30448
id09834,0.41543,0.39376,0.19081
id02954,0.92603,0.05282,0.02114
id15456,0.0572,0.92534,0.01746
id06958,0.97074,0.00113,0.02813
id18053,0.62421,0.03959,0.33619
id05180,0.03818,0.93717,0.02464
id21648,0.81864,0.01204,0.16932
id27095,0.02447,0.96816,0.00738
id16645,0.00397,0.99578,0.00026
id22508,0.92539,0.03661,0.038
id01151,0.68117,0.11076,0.20807
id03451,0.87954,0.11277,0.00769
id20279,0.34275,0.15224,0.505
id17480,0.6224,0.23516,0.14244
id08280,0.11839,0.8617,0.01991
id19245,0.54804,0.06168,0.39028
id20463,0.93155,0.03812,0.03033
id01510,0.01481,0.93479,0.0504
id22724,0.04602,0.14842,0.80556
id03386,0.05787,0.00252,0.93961
id26858,0.6761,0.24497,0.07893
id27612,0.99331,0.00309,0.0036
id14606,0.93684,0.0477,0.01545
id09273,0.0045,0.02007,0.97543
id07736,0.00593,0.00758,0.98649
id22879,0.93875,0.03355,0.0277
id01075,0.00641,0.987,0.00658
id14038,0.08742,0.8781,0.03448
id10294,0.77947,0.21162,0.00891
id06738,0.39345,0.44816,0.15839
id06932,0.06186,0.88004,0.0581
id20905,0.05202,0.76299,0.18498
id03466,0.48099,0.04795,0.47107
id17100,0.03696,0.07477,0.88828
id00585,0.01893,0.0374,0.94367
id05385,0.747,0.13236,0.12064
id21658,0.96385,0.00835,0.0278
id25140,0.00909,0.98242,0.00848
id14623,0.17045,0.79278,0.03677
id06925,0.31272,0.37925,0.30804
id03102,0.48327,0.13803,0.37871
id15215,0.07294,0.91227,0.01479
id16162,0.00025,0.99956,0.00019
id12412,0.03635,0.84809,0.11556
id27708,0.78122,0.05772,0.16106
id18508,0.33863,0.41514,0.24623
id19857,0.95014,0.01778,0.03208
id27904,0.91546,0.05735,0.02719
id27345,0.11637,0.17592,0.70771
id09516,0.30749,0.68619,0.00631
id24277,0.03986,0.92936,0.03078
id26935,0.02635,0.96591,0.00775
id08544,0.26325,0.2678,0.46895
id13779,0.96984,0.00457,0.02559
id17103,0.92433,0.021,0.05466
id01771,0.95933,0.02493,0.01574
id08211,0.14556,0.50774,0.3467
id06392,0.99997,3e-05,1e-05
id25629,0.38923,0.57195,0.03882
id15194,0.2831,0.20241,0.51449
id23962,0.08005,0.89901,0.02094
id14252,0.03382,0.03883,0.92734
id15381,0.98266,0.00778,0.00957
id17385,0.54603,0.06295,0.39103
id22826,0.92111,0.0703,0.0086
id16485,0.07584,0.82018,0.10398
id25744,0.98253,0.01395,0.00352
id09192,0.98612,0.01295,0.00094
id08619,0.00409,0.99456,0.00135
id27889,0.09483,0.88832,0.01685
id10964,0.01142,0.06086,0.92772
id00821,0.9995,0.00026,0.00024
id07120,0.99926,0.00036,0.00038
id05347,0.95856,0.03987,0.00157
id14047,0.57929,0.15929,0.26142
id24871,0.35607,0.19674,0.44719
id21417,0.64192,0.15902,0.19906
id03784,0.98004,0.01514,0.00482
id07389,0.15664,0.79917,0.0442
id16215,0.4576,0.3367,0.2057
id10976,0.02826,0.10121,0.87053
id00348,0.99038,0.00697,0.00265
id04027,0.38131,0.01172,0.60698
id21625,0.36326,0.05948,0.57726
id15117,0.00505,0.04187,0.95308
id06776,0.07012,0.92468,0.0052
id10947,0.98077,0.00225,0.01698
id11746,0.54939,0.02042,0.43019
